,id
0,7897
1,21468
2,21488
3,5701
4,17
5,4711
6,717
7,14
8,148
9,21468
10,17
11,117
12,1178
13,21468
14,0171
15,717
16,
17,1371
18,621481
19,21488
20,14787
21,1488
