,id
0,6789167
1,214688
2,6214888
3,5701
4,167
5,4711
6,71257
7,2148
8,146888
9,214688
10,71567
11,11678
12,12178
13,2146888
14,01717
15,717
16,577
17,13715
18,6214881
19,214688
20,1478887
21,21488886
