,id
0,130662060191221
1,13062200811170014
2,G1362600710703
3,G130660910003
4,G10220800
5,102200803027
6,13066000
7,G022071019
8,L13079060
9,L1366008106
10,L130660717035
11,G13071049
12,06071017
13,G1362627117635
14,G132207117
15,G13626270661213
16,1022008001010
17,G166080501
18,G10220071291
19,G32071250879
20,G1007130
21,G02055265
22,G130626207030043
23,1306607015831
24,G02200811017
25,G106262000106
26,G1302200002
27,G13660709201
28,G07070118
